no,reg number,name of establishment,address,products
213,DL 405,Vinh Quang Fisheries Corp. - VQFC,"Lot 37-40, My Tho Industrial Zone, My Tho City, Tien Giang Province.",Frozen
214,DL 416,Kim Son Seafood Export Processing Company ,"09 Hoi Hamlet, Kim Son Village, Chau Thanh District, Tien Giang Province",Frozen
215,DL 702,Hiep Long Company,"Tan Thuan Hamlet, Binh Duc Village, Chau Thanh District, Tien Giang Province",Frozen
216,DL 709,"Thien Ha Seafoods Co., LTD","Lot B21, Tan Thuan Hamlet, Binh Duc Village, Chau Thanh District, Tien Giang Province",Frozen
217,DL 724,Li Chuan Food Products (Viet Nam) Company Limited,"Tan My Chanh Industrial Zone, My Tho City, Tien Giang Province",Frozen
218,DL 44,"Ngoc Thai Company Limited -Ngoc Thai Co., Ltd.","Ngai Hoi 2 Hamlet, Dai Ngai Village, Long Phu District, Soc Trang Province",Frozen
219,DL 117,Kim Anh company Ltd. - KIM ANH Co. LTD.,"49 National Road Ia, Ward 2, Soc Trang Town, Soc Trang Province",Frozen
220,DL 513,"Thanh Tri seafood processing company limited (TSF Co., Ltd.)","Provincial Road 937, Hamlet 03, Phu Loc Town, Thanh Tri District, Soc Trang Province",Frozen
221,DL 707,Viet Nam Clean Seafood Corporation (VINA CLEANFOOD),"Block F, An Nghiep Industrial Zone, Soc Trang Province",Frozen
222,DL 741,"Thanh Khiet Co., Ltd","270 Le Loi Street, Area 1, Vinh Chau Town, Vinh Chau District, Soc Trang Province",Frozen
223,DL 29,Nam Can Seaproducts import and export joint stock company - Seanamcan,"Nam Can Town, Nam Can District, Ca Mau Province.",Frozen
224,DL 130,MINH HAI JOSTOCO,"09 Cao Thang Street, Townlet 2, Ward 8, Ca Mau  City, Ca Mau Province.",Frozen
225,DL 85,Nam Long Seafood Export processing Factory - DRAGON Viet Nam,"Tran Thoi Village, Cai Nuoc District, Ca Mau Province",Frozen
226,DL 154,"Minh Chau import - export seafood processing company limited - Minh Chau Co., Ltd.","Hoa Trung Hamlet, Luong The Tran Commune, Cai Nuoc District, Ca Mau Province",Frozen
227,DL 321,"MINH QUI Seafood Co.,Ltd","Ward 8 Industrial Zone, Ca Mau City, Ca Mau Province",Frozen
228,DL 294,PHU CUONG JOSTOCO SEAFOOD CORPORATION (PHU CUONG JOSTOCO CORP),"454 Ly Thuong Kiet Street, Ward 6, Ca Mau City,  Ca Mau Province",Frozen
229,DL 295,Ca Mau Seafood processing&service joint stock Corporation (CASES),"Area 4, Song Doc Town, Tran Van Thoi District,  Ca Mau Province",Frozen
230,DL 230,"Workshop 1, Nam Can Seaproducts import and export joint stock company -  SEANAMICO","No.3, San Bay Street, Nam Can Town, Nam Can District, Ca Mau Province",Frozen
231,DL 348,"FINE FOODS Co., (FFC)","Nam Dam Hamlet, Luong The Tran Village, Cai Nuoc District, Ca Mau Province",Frozen
232,DL 351,CAMAU SEAFOOD FACTORY No.5 (CAMIMEX),"999 Ly Thuong Kiet Street, Precinct 6, Ca Mau City, Ca Mau Province",Frozen
233,DL 375,"SEAPRIMEXCO VIET NAM, Song Doc seaproducts processing factory - FSD (SEAPRIMEXCO)","169, Ward 7, Song Doc Townlet, Tran Van Thoi District, Ca Mau Province.",Frozen
234,DL 391,Thanh Doan Sea Products Import & Export processing Joint-Stock company - THADIMEXCO,"01a Truong Phung Xuan Street, Ward 8, Ca Mau City, Ca Mau Province",Frozen
235,DL 401,TacVan Frozen Seafood Processing Export Company - TACVAN SEAFOODS CO.,"180a Cay Tram A Hamlet, Dinh Binh Village, Ca Mau City, Ca Mau Province",Frozen
236,DL 458,OCEAN FOOD CORPORATION,"999 Nam Dam Hamlet, Luong The Tran Commune, Cai Nuoc District, Ca Mau Province",Frozen
237,DL 465,Anh Khoa Company Limited - AK Seafoods,"335a Ly Thuong Kiet Street, Hamlet 9, Ward 6, Ca Mau City, Ca Mau Province",Frozen
238,DL 470,Hoa Trung seafood corporation - HOA TRUNG,"Hoa Trung Hamlet, Luong The Tran Village, Cai Nuoc District, Ca Mau Province",Frozen
239,DL 505,Huynh Huong Trading and Import Export Joint Stock Company (HUYNH HUONG JSC),"Thi Tuong A Hamlet, Hung My Commune, Cai Nuoc District, Ca Mau Province",Frozen
240,DL 512,Minh cuong seafood import-export processing joint stock company (MC SEAFOOD),"254 National Road 1a, Hamlet 3, Tac Van Commune, Ca Mau City, Ca Mau Province",Frozen
241,DL 747,Quoc Ai Seafood Processing Import - Export Company Limited (QAIMEXCO),"63, Tac Thu Hamlet, Ho Thi Ky Commune, Thoi Binh District, Ca Mau Province",Frozen
242,HK 708,Song Hung Seafood Import - Export and Processing Joint Stock Company,"Kinh Tac Hamlet, Ham Rong Village, Nam Can District, Ca Mau Province",Dried
243,DL 161,Vinh Loi Import Export Company - VIMEX,"National Road Ia, Hoa Binh Town, Hoa Binh District, Bac Lieu Province",Frozen
244,DL 89,Nha Trang Seafoods - F89,"97 National Road 1a, Ho Phong Commune, Gia Rai District, Bac Lieu Province",Frozen
245,DL 99,Gia Rai General import export joint stock company - GIRIMEX,"Hamlet 5, National Road Ia, Ho Phong Town, Gia Rai District, Bac Lieu Province",Frozen
246,DL 78,SEAPRODEX MINH HAI,"Km 2184, National Road Ia, Ward 8, Bac Lieu Town, Bac Lieu Province",Frozen
247,DL 124,"NIGICO Co., Ltd. - NIGICO","National Road Ia, Ho Phong Town, Gia Rai District, Bac Lieu Province",Frozen
248,DL 240,BAC LIEU FISHERIES JOINT STOCK COMPANY (BAC LIEU FIS),"No. 89, National Road Ia, Hamlet 2, Gia Rai Town, Gia Rai District,  Bac Lieu Province",Frozen
249,DL 204,SEAPRODEX Minh Hai (Workshop 3),"Km 2158, National Road Ia, Ward 8, Bac Lieu Town, Bac Lieu Province",Frozen
250,DL 224,Phuong Anh seafood processing import & export joint stock company (PHUONG ANH SEAFOOD),"Lung Sinh Hamlet, Dinh Thanh Commune, Dong Hai District, Bac Lieu Province",Frozen
251,DL 343,"Trang Khanh trading company limited (TRANG KHANH SEAFOOD Co., Ltd)","No.99, Lo Ren Street, Ward 5, Bac Lieu Town, Bac Lieu Province",Frozen
252,DL 374,WORKSHOP I SEAPRODEX  Minh Hai,"Ward 8, National Road Ia, Bac Lieu Town, Bac Lieu Province",Frozen
253,DL 403,Minh Hieu Seafood Company (MIHIMEX) ,"Hamlet 2,  Gia Rai Town, Gia Rai District, Bac Lieu Province",Frozen
254,DL 411,Viet Cuong Seafood Processing Import - Export Joint Stock Company - Viet Cuong Seafood,"No. 99, Kim Cau Hamlet, Vinh Trach Village, Bac Lieu Town, Bac Lieu Province",Frozen
255,DL 424,Minh Anh Seafood,"Nhan Dan B Hamlet, Tan Phong Village, Gia Rai District, Bac Lieu Province",Frozen
256,DL 445,Quoc Lap seafood joint stock company (QLSEACO),"National Road Ia, Khuc Treo B Hamlet, Tan Phong Village, Gia Rai District, Bac Lieu Province",Frozen
257,DL 446,Au Vung seafood processing and exporting joint stock company (Au Vung Co.),"99 Xom Moi Hamlet, Tan Thanh Commune, Gia Rai District, Bac Lieu Province",Frozen
258,DL 504,Bach Linh seafood import-export a member limited company - BACHLINHIMEXCO,"398, Khuc Treo A Hamlet, Tan Phong Commune, Gia Rai District, Bac Lieu Province",Frozen
259,DL 527,Bac Lieu Fisheries joint stock Company - Ganh Hao Branch ,"Hamlet Iii, Ganh Hao Town, Dong Hai District, Bac Lieu Province",Frozen
260,DL 701,"Minh Bach Seafood Co., LTD","Khuc Treo B Hamlet, Tan Phong Village, Gia Rai District, Bac Lieu Province",Frozen
261,DL 713,Lang Tram Seafoods.,"Km 2231, National Road 1a, Tan Phong Village, Gia Rai County, Bac Lieu Province",Frozen
262,DL 721,Ngoc Tri Seafood Company,"Ward 3, Phong Thanh Dong A Commune, Gia Rai District, Bac Lieu Province",Frozen
263,DL 726,Long Thanh Seafood Processing Factory - Truong Phu Seafood Joint Stock Company,"108 National Road 1a, Long Thanh Commune, Vinh Loi District, Bac Lieu Province",Frozen
264,DL 727,"Tan Phong Phu Seafood Company Limited (TD CO., LTD)","Thi Tran A Hamlet, Hoa Binh Town, Hoa Binh District, Bac Lieu Province",Frozen
265,DL 260,"MAI LINH COMPANY LIMITED (MAI LINH Co., LTD.)","1774, 30/4 Street, Ward 12, Vung Tau City, Ba Ria Vung Tau Province",Frozen
266,DL 82,"PHAMFOOD Co., Ltd.","1007/17, 30/4 Street, Ward 11, Vung Tau City, Ba Ria Vung Tau Province",Frozen
267,DL 332,"Manh Ha trading and seafood processing Company LTD.(MANH HA CO., LTD.)","1717a, 30/4 Street, Ward 12, Vung Tau City, Ba Ria Vung Tau Province",Frozen
268,DL 334,"Tien Dat Seafood processing Co., Ltd.(Tien Dat Co., Ltd)","Lang Cat Hamlet, Tan Hai Commune, Tan Thanh District, Ba Ria Vung Tau Province",Frozen
269,DL 352,"Phu Quy Co., Ltd.","97 Phuoc Thang Street, Ward 12, Vung Tau City, Ba Ria Vung Tau Province",Frozen
270,DL 357,"Hai Ha Co., Ltd.","973, 30/4 Street, Ward 11, Vung Tau City, Ba Ria Vung Tau Province",Frozen
271,DL 362,Hai Viet Coporation (HAVICO 2),"Dong Xuyen Industrial Zone, Rach Dua Ward, Vung Tau City, Ba Ria Vung Tau Province",Frozen
272,DL 382,"Thinh An company Limited - THINH AN Co., Ltd.","Lang Cat - Long Son Street, Hoi Bai Commune, Tan Thanh District, Ba Ria  Vung Tau Province",Frozen
273,DL 412,"Tu Hai Co., LTD.","80 Phuoc Thang Street, Ward 12, Vung Tau City, Ba Ria Vung Tau Province",Frozen
274,DL 305,"Phuc Anh Seafood Co., Ltd","973 Street 30/4, Ward 11, Vung Tau City, Ba Ria Vung Tau Province",Frozen
275,HK 242,Export seaproducts processing enterprise V - Ba Ria Vung Tau seafoods processing and import - export joint stock company (BASEAFOOD),"Provincial Road 44, Phuoc Hung Commune, Long Dien District, Ba Ria Vung Tau Province",Dried
276,HK 439,Trung Son seafood processing and export factory - Dried workshop Trung Son PTE branch 3 (Trung Son PTE),"Lang Cat Hamlet, Tan Hai Village, Tan Thanh District, Ba Ria Vung Tau Province",Dried
277,HK 748,"Tu Hai Company Limited (Tu Hai Co., Ltd)","78 Phuoc Thang Street, Ward 12, Vung Tau City, Ba Ria Vung Tau Province",Dried
278,DL 456,Trung Son seafood processing and export factory - Frozen workshop Trung Son PTE branch 3 (Trung Son PTE),"Lang Cat Hamlet, Tan Hai Village, Tan Thanh District, Ba Ria Vung Tau Province",Frozen
279,DL 457,"PHUOC AN Co., LTD. (FACOL)","Lang Cat Hamlet, Tan Hai Village, Tan Thanh District, Ba Ria Vung Tau Province",Frozen
280,DL 520,Seaproducts processing enterprise 01- COIMEX branch,"335 Tran Phu, Ward 5, Vung Tau City, Ba Ria Vung Tau Province",Frozen
281,DL 523,"HOA THANG SEAFOOD COMPANY LIMITED (HOA THANG SEAFOOD Co., Ltd.)","Lang Cat Long Son Street, Tan Hai Commune, Tan Thanh District, Ba Ria Vung Tau Province",Frozen
282,HK 258,Dai Quang private enterprise,"Lang Cat Long Son Street, Tan Hai Ward, Tan Thanh District, Ba Ria Vung Tau Province",Dried
283,HK 313,"Bao Ngoc company limited - Bao Ngoc Co., Ltd","14 Huong Dien, Long Huong Ward, Ba Ria Town, Ba Ria Vung Tau Province",Dried
284,HK 477,THUAN DU PRIVATE ENTERPRISE,"Tan Hoi Hamlet, Phuoc Hoi Commune, Dat Do District, Ba Ria Vung Tau Province",Dried
285,HK 287,Trong Nhan private enterprise,"C 52/1 Lo Voi Hamlet, Phuoc Hung Village, Long Dien District, Ba Ria Vung Tau Province",Dried
286,DL 533,Pacific Seafoods Company Limited (PASECO),"1738, 30/4 Street, Ward 12, Vung Tau City, Ba Ria Vung Tau Province",Frozen
287,DL 729,Minh Hai Private Branch,"Phuoc Thang Street, Ward 12, Vung Tau City, Ba Ria - Vung Tau Province",Frozen
288,DL 303,C.P. Vietnam Corporation,"Bau Xeo Industrial Zone, Song Trau Village, Trang Bom District, Dong Nai Province",Frozen
289,DL 307,Amanda Foods (Vietnam) Ltd.,"102/6 Road Amata 2, Amata Industrial Zone, Long Binh Ward, Bien Hoa City, Dong Nai Province.",Frozen
290,DL 463,TUNG KONG SEAFOOD ICE COMPANY LIMITED,"Road 25c, Nhon Trach Iii Industrial Zone, Nhon Trach District, Dong Nai Province",Frozen
291,HK 136,"Anh Long Seafood processing., PTE","198a, Hamlet 8, An Phuoc Village, Long Thanh District, Dong Nai Province",Dried
292,DL 02,"Factory No.2 - Binh Chanh foodstuff Company Limited (BCF Co., Ltd) - Special aquatic products Joint Stock Company (SEASPIMEX - VIETNAM)","B23/63 Hoang Phan Thai Street, Binh Chanh Ward, Ho Chi Minh City",Frozen
293,DH 226,"EVERWIN INDUSTRIAL CO., LTD.","Road A, Lot E, Binh Chieu Industrial Zone, Thu Duc District, Ho Chi Minh City",Canned
294,DH 137,"Canning Factory - Binh Chanh foodstuff Company Limited (BCF Co., Ltd) - Special aquatic products Joint Stock Company (SEASPIMEX - VIETNAM)","B23/63 Hoang Phan Thai Street, Binh Chanh Ward, Ho Chi Minh City",Canned
295,HK 148,"Factory No.1, Binh Chanh foodstuff Company Limited (BCF Co., Ltd) - Special aquatic products Joint Stock Company (SEASPIMEX - VIETNAM)","B23/63, Hamlet 2, Hoang Phan Thai Street, Binh Chanh Commune, Binh Chanh District, Ho Chi Minh City",Dried
296,DL 01,Seafood Joint Stock Company No. 1  - Tan Phu Trung Food Processing Factory,"Lot No C2-1, D4 Street, Tan Phu Trung Industrial Zone, National Road 22, Tan Phu Trung Commune, Cu Chi District, Ho Chi Minh City",Frozen
297,DL 312,Hop Tan seafood Corp,"Lot 19, Road No.8, Tan Tao Indistrial Zone, Tan Tao A Ward, Binh Tan District, Ho Chi Minh City",Frozen
298,DL 157,Seafood joint stock company No1 (Seajoco Vietnam),"1004a Au Co Street, Phu Trung Ward, Tan Phu District, Ho Chi Minh City",Frozen
299,DL 06,SEAPRIMFICO,"Tran Nao Street, An Loi Dong Precinct, District 2, Ho Chi Minh City",Frozen
300,DL 05,VIETROSCO (VRC),"100/26 Binh Thoi Street, Ward 14, District 11,  Ho Chi Minh City",Frozen
301,DL 04,Seafood joint stock company No.4 (SEAPRIEXCO No.4),"320 Hung Phu Street, District 8, Ho Chi Minh City",Frozen
302,DL 35,Kho Van factory - Sai Gon seaproducts Import Export Joint Stock Company - SEAPRODEX SAIGON (SSGN),"678 Au Co Street, Ward 14, District Tan Binh, Ho Chi Minh City",Frozen
303,DL 107,"NAM HAI CO., LTD.","279a Kinh Duong Vuong Street, An Lac Ward, Binh Tan District, Ho Chi Minh City",Frozen
304,DL 111,Tan Thuan Factory (AGREX SAIGON),"10 Ben Nghe Street, Tan Thuan Dong Ward, District 7, Ho Chi Minh City.",Frozen
305,DL 142,Aquatic products trading and service center,"157 Hung Phu Street, Precinct 8, District 8, Ho Chi Minh City",Frozen
306,DL 50,Viet Long Sai Gon Joint Stock Company - VISA JSC,"208 Nguyen Duy Street, Ward 9, District 8, Ho Chi Minh City",Frozen
307,DL 167,TRUNG SON CORP.,"Lot 2, Song Hanh Street, Tan Tao Industrial Zone, Binh Tan District, Ho Chi Minh City",Frozen
308,DL 105,"Seafood and Agricultural Product Company of Vien Thang - VIEN THANG PTE Co., LTD. ","8 Tong Van Tran Street, Precinct 5, District 11, Ho Chi Minh City",Frozen
309,HK 217,VIPHIMEX,"262 Luy Ban Bich Street, Hoa Thanh Ward, Tan Phu District, Ho Chi Minh City",Dried
310,HK 221,Gia Dinh Import Export Joint Stock Company - GIDICO,"285 No Trang Long Street, Ward 13, Binh Thanh District, Ho Chi Minh City",Dried
311,HK 128,Tam Tam company,"230a, Kha Van Can Street, Linh Trung Ward, Thu Duc District, Ho Chi Minh City",Dried
312,DL 158,"Phuoc Hung Trading Co., Ltd.","130-131 Kha Van Can Street, Thu Duc District, Ho Chi Minh City",Frozen
313,DL 261,"Kien Giang Co., Ltd.","81 La Xuan Oai Street, Truong Thanh Ward, District 9 , Ho Chi Minh City",Frozen
314,HK 234,NAMMAICO,"78b National Road 13, Ward 26, Binh Thanh District, Ho Chi Minh City",Dried
315,HK 220,"C.D CO., LTD","31/10 Hoa Long Quarter, Vinh Phu Ward, Thuan An Town, Binh Duong Province",Dried
316,HK 436,CANGIO service and trading joint stock company (CAGICO),"Nguyen Phan Vinh Street, Can Thanh Town, Can Gio District, Ho Chi Minh City",Dried
317,DL 54,TRONG NHAN SEAFOOD,"31 Nguyen Thi Bay Street, Ward 6, Tan An Town, Long An Province",Frozen
318,DL 121,Ngoc Ha Company Ltd. Food processing and Trading,"Hoi Hamlet, Kim Son Village, Chau Thanh District, Tien Giang Province",Frozen
319,DL 476,GODACO SEAFOOD,"Lot 25, My Tho Industrial Zone, My Tho City, Tien Giang Province",Frozen
320,DL 487,Ngoc Xuan seafood Corporation (Ngoc Xuan seafood Corp).,"Dong Hoa Hamlet, Song Thuan Commune, Chau Thanh District, Tien Giang Province",Frozen
321,DL 511,Van Duc Tien Giang food export company,"Dong Hoa Hamlet, Song Thuan Village, Chau Thanh District, Tien Giang Province",Frozen
322,DL 518,"EUROPE JOINT STOCK COMPANY (EJS Co.,)","Lot 69, My Tho Industrial Zone, My Tho City, Tien Giang Province",Frozen
323,DL 737,"Minh Quy Seafoods Co., Ltd","Lot 14, Tan My Chanh Industrial Group, Ward 9, My Tho City, Tien Giang Province",Frozen
324,DL 739,Dai Dai Thanh Seafoods,"Dong Hoa Hamlet, Song Thuan Village, Chau Thanh District, Tien Giang Province",Frozen
325,TS 744,"Honoroad Viet Nam Edible Oil Co., Ltd","Lot 26a, Long Giang Industrial Zone, Tan Lap 1 Commune, Tan Phuoc District, Tien Giang Province",Fish oil
326,DL 132,SAOTA foods joint stock company - FIMEX VN.,"Km No. 2132, National Road 1a, Ward 2, Soc Trang Town, Soc Trang Province.",Frozen
327,DL 162,New Dragon Seafood Factory - Soc Trang Seafood Joint Stock Company (STAPIMEX),"220 National Road 1 A, Ward 7, Soc Trang Town, Soc Trang Province",Frozen
328,DL 23,"TAN HAI IM-EX Co., Ltd. (TAHACO)","33 Nam Ky Khoi Nghia Street, Ward 7, Soc Trang City, Soc Trang Province.",Frozen
329,DL 159,Thai Tan Seafood Factory,"145 National Road 1a, Precinct 7, Soc Trang Town, Soc Trang Province",Frozen
330,DL 199,SaoTa seafood factory ,"89 National Roard Ia, Ward 2, Soc Trang Town, Soc Trang Province",Frozen
331,DL 181,PHUONG NAM FOODSTUFF CORPORATION (PHUONG NAM FOODSTUFF CORP),"Km 2127, National Road Ia, Ward 7, Soc Trang Town, Soc Trang Province",Frozen
332,DL 208,"Ngoc Thu Company Limited - Ngoc Thu Co., Ltd.","147 National Road 1, Ward 7, Soc Trang Town, Soc Trang Province",Frozen
333,DL 229,PHAT DAT SEAFOOD FACTORY - STAPIMEX,"220 National Road 1 A, Ward 7, Soc Trang Town, Soc Trang Province",Frozen
334,DL 406,"KHANH HOANG SEAPREX CO., LTD.","Cang Hamlet, Trung Binh Village, Long Phu District, Soc Trang Province",Frozen
335,DL 431,Hoang Phong Seafood Factory,"Provincial Highway 8, Tai Van Village, Tran De District, Soc Trang Province.",Frozen
336,DL 449,"MINH DANG Co., LTD.","83 Provincial Road No.8, My Xuyen District, Soc Trang Province",Frozen
337,DL 450, QUOC HAI FACTORY,"Tran De Port, Tran De Town, Tran De District, Soc Trang Province",Frozen
338,DL 25,Ca Mau Frozen Seafood processing Import Export Corporation (CAMIMEX),"333 Cao Thang, Precinct 8, Ca Mau City, Ca Mau Province.",Frozen
339,DL 437,ANH MINH QUAN CORPORATION (AMQ CORP),"Lot 6, Cat Lo Fishing Port, Ward 11, Vung Tau City, Ba Ria Vung Tau Province",Frozen
340,HK 232,"TIHA Co., Ltd.","449/1b No Trang Long Street, Ward 13, Binh Thanh District,  Ho Chi Minh City",Dried
341,DL 366,Sai Gon Food Joint Stock Company (SAI GON FOOD JSC),"Lot C24 - C24b/ii, Road 2f, Vinh Loc Industrial Zone, Binh Chanh District, Ho Chi Minh City",Frozen
342,DL 346,"THANH HAI FISH CO., LTD.","25 Road No.1, Tan Tao Industrial Zone, Binh Tan District, Ho Chi Minh City",Frozen
343,HK 300,"SeaFood VN Co., Ltd.","1/97/29 5th Quarter, Dong Hung Thuan Ward, District 12, Ho Chi Minh City",Dried
344,DL 379,Frozen factory - HOANG HA international Logistics joint stock company,"Lot Iii-22, Road 19/5a, Tan Binh Industrial Zone, Tan Phu District, Ho Chi Minh City",Frozen
345,DL 113,Ca Mau Seafood Processing and Service Joint - Stock corporation - CASES,"No. 4, Nguyen Cong Tru Street, Ward 8, Ca Mau City, Ca Mau Province",Frozen
346,DL 116,"Nhat Duc Company Limited - Nhat Duc Co., Ltd.","234 National Road Ia, Dinh Binh Village, Ca Mau City, Ca Mau Province",Frozen
347,DL 178,CAMAU SEAFOOD FACTORY No.4 (CAMIMEX),"224 Cao Thang, Precinct 8, Ca Mau City, Ca Mau Province.",Frozen
348,DL 72,Cadovimex Seafood import export and processing Joint Stock Company (CADOVIMEX -VIETNAM),"Cai Doi Vam Town, Phu Tan District, Ca Mau Province",Frozen
349,DL 97,Tan Thanh Export Products processing Enterprise - Ca Mau Agricultural Products and foodstuff imp-exp joint stock company (AGRIMEXCO CAMAU),"969 Ly Thuong Kiet Street,  Precinct 6, Ca Mau City, Ca Mau Province",Frozen
350,DL 118,"SEAPRIMEXCO VIET NAM, New seaproducts processing factory  - FNF - SEAPRIMEXCO","No. 8 Cao Thang Street, Ward 8, Ca Mau City, Ca Mau Province",Frozen
351,DL 143,"VIET HAI SEAFOOD IMP-EXP CO., LTD (VIHACO)","Hoa Trung Industrial Zone, Luong The Tran Commune, Cai Nuoc District, Ca Mau Province",Frozen
352,DL 231,"""SEAPRIMEXCO VIET NAM,  Dam Doi seaproducts processing Factory - FDD (SEAPRIMEXCO)""","Sub-ward  4, Dam Doi Town, Dam Doi District, Ca Mau Province.",Frozen
353,DL 145,Minh Phu Seafood Joint - Stock Company - Minh Phu Seafood Corp.,"Industrial Zone Ward 8, Ca Mau City, Ca Mau Province",Frozen
354,DL 196,"SEAPRIMEXCO VIET NAM, New seaproducts processing factory  - FNF 2 (SEAPRIMEXCO)","8 Cao Thang Street, Ward 8, Ca Mau City, Ca Mau Province",Frozen
355,DL 200,Quoc Viet seaproducts processing trading and import - export company - Quoc Viet Co. Ltd.,"444 Ly Thuong Kiet Street, Ward 6, Ca Mau City, Ca Mau Province",Frozen
356,DL 201,Ngoc Sinh SEAFOODS,"Khanh An Village, U Minh District, Ca Mau Province",Frozen
357,DL 180,Phu Tan seafood export processing factory - PHUTANEXCO,"Cai Doi Vam Town, Phu Tan District, Ca Mau Province",Frozen
358,DL 349,"VIET I-MEI FROZEN FOODS CO.,LTD","No. 281, National Road 1 A, Nhan Dan B Hamlet, Tan Phong Village, Gia Rai District, Bac Lieu Province",Frozen
359,DL 502,THIEN PHU EXPORT SEAFOOD PROCESSING COMPANY LIMITED,"199 Xom Moi, Tan Thanh Village, Gia Rai Town, Bac Lieu Province",Frozen
360,DL 532,"PHU GIA COMPANY LIMITED (PHU GIA CO., LTD) ","Khuc Treo B Hamlet, Tan Phong Commune, Gia Rai District, Bac Lieu Province",Frozen
361,DL 736,"PhuocDat Co.,Ltd (PDCL)","Thi Tran B1 Village, Hoa Binh Town, Hoa Binh District, Bac Lieu Province",Frozen
362,DL 743,Minh Hieu Bac Lieu Seafood Company (MIHIMEX),"National Road 1a, Hamlet 2, Gia Rai Town, Gia Rai District, Bac Lieu Province",Frozen
363,HK 129,"Factory 2, Sa Giang Import Export Corporation (SAGIMEXCO)","88/6 Tran Hung Dao Street, Sa Dec Town, Dong Thap Province",Dried
364,HK 328,"Factory 1, Sa Giang Import Export Corporation (SAGIMEXCO)","Lot Cii-3, Sector C, Sa Dec Industrial Zone, Sa Dec Town,  Dong Thap Province",Dried
365,DL 26,An Phu seafood Corporation (ASEAFOOD),"An Phu Village, An Nhon Ward, Chau Thanh District, Dong Thap Province",Frozen
366,DL 60,HUNG VUONG SA DEC FOOD PROCESSING PLANT,"Lot Iii-5, Zone C, Sa Dec Industrial Zone, Sa Dec Town, Dong Thap Province",Frozen
367,DL 101,K&K Aquafish Imex company limited,"National Road 80, Binh Phu Quoi Hamlet, Binh Thanh Village, Lap Vo District, Dong Thap Province",Frozen
368,DL 126,HUNGCA Co.,"Thanh Binh Industrial Zone, National Road 30, Thanh Binh District, Dong Thap Province.",Frozen
369,DL 147,Vinh Hoan CORPORATION (VINH HOAN CORP).,"1645, National Road 30, Ward 11, Cao Lanh City, Dong Thap Province",Frozen
370,DL 239,DOCIFISH CORPORATION (DOCIFISH),"Zone C, Lot Vi, Sa Dec Industrial Zone, Sa Dec Town, Dong Thap Province",Frozen
371,DL 61,Workshop 2 - Vinh Hoan CORPORATION (VINH HOAN CORP).,"1645a, National Road 30, Ward 11, Cao Lanh City, Dong Thap Province",Frozen
372,DL 285,BINH MINH FISH CORPORATION (BMF),"Lot 8, 9, 10 Song Hau Industrial Zone, Tan Thanh Ward, Lai Vung District, Dong Thap Province",Frozen
373,DL 367,"Thanh Hung frozen Seafood processing import-export Co., Ltd.","Lot Ciii-1, Sector C, Sa Dec Industrial Zone, Dec Town, Dong Thap Province",Frozen
374,DL 376,"QVD Dong Thap Food Co., Ltd","Lot C, Sa Dec Industrial Zone, Sa Dec Town, Dong Thap Province.",Frozen
375,DL 395,THANH HAI PRIVATE ENTERPRISE,"Natioanl Road 54, Tan Thanh Village, Lai Vung District, Dong Thap Province",Frozen
376,DL 478,TG FISHERY HOLDINGS CORPORATION (TG FISHERY HOLDING CORP.),"Lot Iv-8, Area A1, Sa Dec Industrial Zone, An Hoa Ward, Sa Dec District, Dong Thap Province",Frozen
377,DL 479,International development & investment Corporation (IDI Corporation),"Vam Cong Industrial Zone, Binh Thanh Commune, Lap Vo District, Dong Thap Province",Frozen
378,DL 483,CADOVIMEX II freezing factory No.1 - CADOVIMEX II seafood import - export and processing joint stock company,"Lot Iii-8, Area C, Sa Dec Industrial Zone, Sa Dec District, Dong Thap Province",Frozen
379,DL 489,To Chau joint stock company (TO CHAU JSC),"No.1553, Highway 30, Hamlet 4, Ward 11, Cao Lanh City, Dong Thap Province",Frozen
380,DL 500,WORKSHOP 3 - VINH HOAN CORP.,"1643, National Road 30, Ward 11, Cao Lanh City, Dong Thap Province",Frozen
381,DL 516,"SEAFOOD JOINT STOCK COMPANY No.4 Branch - Dong Tam fisheries processing company (DOTASEAFOOD Co.,)","Binh Thanh Industrial Zone, Thanh Binh District, Dong Thap Province",Frozen
382,DL 530,Hoang Long Seafood Processing Company Limited - HOANG LONG SEAFOOD,"Tan Cuong Hamlet, Phu Cuong Commune, Tam Nong District, Dong Thap Province",Frozen
383,DL 704,"Fatifish Company Limited (FATIFISH Co., Ltd)","Lot B3, Road No.2, My Hiep Industrial Zone, My Hiep Ward, Cao Lanh District, Dongthap Province",Frozen
384,DL 711,Asia Seafood Processing  Factory - Asia Commerce Fisheries Joint Stock Company (ACOMFISH),"Lot No 1, Road No 2, Binh Thanh Industrial Park, Thanh Binh District, Dong Thap Province",Frozen
385,DL 714,Cuu Long Fish Import - Export Corporation (CLPANGAFISH CORP.),"Lot Iii-9, Area C, Sa Dec Industrial Zone, Sa Dec Town, Dong Thap Province",Frozen
386,DL 717,VANY Corporation (VANYCO),"Lot C, Binhthanh Industrial Zone, National Road 30, Thanh Binh District, Dongthap Province",Frozen
387,DL 14,Southern Fishery Industries Company Ltd. - SOUTHVINA,"Lot 2.14, Tra Noc Industrial Pack 2, O Mon District, Can Tho City",Frozen
