No,Country,Country link,Population 2020,Yearly change,Net change,Density per km2,Land area per km2,Migrants (net),Fert rate,Med age,Urban population,World share
235,Holy See,https://www.worldometers.info//world-population/holy-see-population/,801,0.25 %,2,2003,0,,N.A.,N.A.,N.A.,0.00 %
