no,nama perusahaan,jenis perizinan,tautan detail
258,ANDALAN TERANG BERSAMA SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9348?jp=1
259,ANDALAN USAHA JAYA SEMESTA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/387?jp=1
260,ANDALAS MINANG MALINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/390?jp=1
261,ANDALAS NUSA ANUGRAH ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14044?jp=7
262,ANDALAS NUSA INDAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/391?jp=1
263,ANDESING JAYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12992?jp=1
264,ANDESIT LUMBUNG SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8291?jp=1
265,ANDESIT MANDIRI MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11387?jp=1
266,ANDESIT PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11402?jp=1
267,ANDESIT SENTOSA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10845?jp=1
268,ANDHIKA YOGA PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/395?jp=1
269,ANDHOMAX PRIMA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13250?jp=7
270,ANDIKA JAYA BERSAUDARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15406?jp=1
271,ANDIK BUSROH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13044?jp=1
272,ANDI MURSALIM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11581?jp=1
273,ANDONG SURYA PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9622?jp=7
274,ANDOR JINSOM KHARISMA ,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14034?jp=7
275,ANDREA MULTI ENERGY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/409?jp=1
276,ANDREAS PENYANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14313?jp=1
277,ANDRI GILANG RAMADHAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11622?jp=1
278,ANDRI KURNIAWAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11733?jp=1
279,ANDY ROBY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12008?jp=1
280,ANEKA ANUGERAH ALAM ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10164?jp=7
281,ANEKA BARA KARYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11635?jp=7
282,ANEKA KAOLIN UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/413?jp=1
283,ANEKA KARYA BOYOLALI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10541?jp=1
284,ANEKA MINERAL UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/416?jp=1
285,ANEKA NIAGA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13406?jp=1
286,ANEKA NUSANTARA INTERNASIONAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/421?jp=1
287,ANEKA SRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12521?jp=1
288,ANEKA SUMBER BUMI JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/423?jp=1
289,ANEKA TAMBANG RESOURCES INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16097?jp=1
290,ANEKA TAMBANG TBK,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/424?jp=7
291,ANEKA TAMBANG TBK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/424?jp=1
292,ANEKA USAHA CEMERLANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/428?jp=1
293,ANEKA USAHA KOLAKA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/429?jp=1
294,ANG AND FANG BROTHER,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/434?jp=1
295,Anggana Berkah Sukses,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14738?jp=1
296,ANGGANA BINTANG CAHAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15945?jp=7
297,ANGGANA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/436?jp=1
298,ANGGANA KUARSA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14386?jp=1
299,ANGGARAKSA ADISARANA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/437?jp=1
300,ANGGI JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/438?jp=1
301,ANGGORO MEGA PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9755?jp=1
302,ANGGUN CAKRAWALA LESTARI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14533?jp=7
303,ANGGUN MAKMUR ENERGY,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9930?jp=7
304,ANGKASA PRIMA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15999?jp=7
305,ANGKASA RAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12764?jp=1
306,ANGLO EURO ENERGI INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10441?jp=7
307,ANGSANA JAYA ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/444?jp=1
308,ANGSO DUO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12450?jp=1
309,ANIK WIDIATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10711?jp=1
310,ANINDA JAYA PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15313?jp=7
311,ANINDYA MAKMUR SENTOSA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12727?jp=1
312,ANINDYA MITRA INTERNASIONAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/449?jp=1
313,ANITA BURO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12093?jp=1
314,ANITA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14155?jp=1
315,ANJAS ANITA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/450?jp=1
316,ANMA HAIKAL JAZMI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13333?jp=1
317,AN- NAKHL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/367?jp=1
318,ANNISA PERMAI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12451?jp=1
319,ANSAR TERANG CRUSHINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/455?jp=1
320,ANSHARI JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13955?jp=1
321,ANTANG GUNUNG MERATUS,PKP2B,https://modi.esdm.go.id/portal/detailPerusahaan/458?jp=3
322,ANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10891?jp=1
323,ANTARA MAS GEMILANG,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10076?jp=7
324,Antareja Energi Asia,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10833?jp=7
325,ANTARES ENERGI INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10452?jp=7
326,ANTARIKSA ANUGRAH TAMBANG,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10425?jp=7
327,Antari Mandiri Lestari,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14719?jp=1
328,ANTASENA CITRA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14128?jp=7
329,ANTASENA DAYA MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10832?jp=7
330,ANTON HERNUGROHO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12426?jp=1
331,ANTON IRAWAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13718?jp=1
332,ANTONIUS TNOME,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15504?jp=1
333,ANTONO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13422?jp=1
334,ANUGERAH ALAM AMAN ABADI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10281?jp=7
335,ANUGERAH ALAM ANDALAS,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/470?jp=1
336,ANUGERAH ALAM ANDALAS ANDALAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10835?jp=1
337,ANUGERAH ALAM MANDAU,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13374?jp=7
338,ANUGERAH ARGA PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15747?jp=1
339,ANUGERAH ARTHA ALAM,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10166?jp=7
340,ANUGERAH BANGUN MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9326?jp=1
341,ANUGERAH BARA HAMPANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/476?jp=1
342,ANUGERAH BARA INSAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/477?jp=1
343,ANUGERAH BARA KALIMANTAN,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14506?jp=7
344,ANUGERAH BARA KALTIM,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14728?jp=7
345,ANUGERAH BARA KARTANEGARA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15494?jp=7
346,ANUGERAH BARA KUTAI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10945?jp=7
347,ANUGERAH BARU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/480?jp=1
348,ANUGERAH BATU CAKRAWALA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11814?jp=1
349,ANUGERAH BATU PUTIH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9539?jp=1
350,ANUGERAH BERKAT GHURU,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16483?jp=7
351,ANUGERAH BERSAMA ADYRA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13289?jp=7
352,ANUGERAH BERSATU MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13508?jp=1
353,ANUGERAH BERSINAR CEMERLANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15568?jp=1
354,ANUGERAH BINTANG GEMERLANG,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15443?jp=7
355,ANUGERAH BUMI GEMILANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9341?jp=1
356,ANUGERAH BUMI TAPIN,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9976?jp=7
357,ANUGERAH DHARMA PUTRA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13192?jp=7
358,ANUGERAH GUNUNG BATU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12452?jp=1
359,ANUGERAH GUNUNG MANGKALAPI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15703?jp=7
360,ANUGERAH HASTA PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/494?jp=1
361,ANUGERAH HATI MULIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14509?jp=7
362,ANUGERAH INTI MANUNGGAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16435?jp=7
363,ANUGERAH JAMBI COALINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/546?jp=1
364,ANUGERAH KARYA JAYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11703?jp=1
365,Anugerah Kemilau Indonesia,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14823?jp=1
366,ANUGERAH KREASI KARYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8305?jp=1
367,ANUGERAH KREATIF MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/500?jp=1
368,ANUGERAH LUMBUNG ENERGI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9317?jp=1
369,ANUGERAH MAKMUR KONAWE,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15036?jp=7
370,ANUGERAH MANDIRI PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/8307?jp=1
371,ANUGERAH MINERAL MAKMUR,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16095?jp=7
372,ANUGERAH MINERAL SEMESTA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16295?jp=7
373,ANUGERAH MINING INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15210?jp=7
374,ANUGERAH MINING SUKSES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14184?jp=1
375,ANUGERAH MULIA DAMAI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10171?jp=7
376,ANUGERAH NUSANTARA DIGDAYA INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9947?jp=7
377,ANUGERAH NUSANTARA SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/514?jp=1
378,Anugerah Pasir Kaltim,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15308?jp=1
379,ANUGERAH PASIR SEMAKA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11907?jp=1
380,ANUGERAH RAGIL PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16108?jp=1
381,ANUGERAH RAHAYU ADIPERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15476?jp=7
382,ANUGERAH RIZKIE GUNUNG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/520?jp=1
383,ANUGERAH SEMERU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10962?jp=1
384,ANUGERAH SUMBER BUMI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/525?jp=1
385,ANUGERAH SURYA PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/528?jp=1
386,ANUGERAH TAMBANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9756?jp=1
387,ANUGERAH TOMPIRA NIKEL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/531?jp=1
388,ANUGERAH TRI MAKMUR,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11727?jp=7
389,ANUGERAH TUJUH SEJATI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/532?jp=1
390,ANUGERAH WISESA PERKASA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10393?jp=7
391,ANUGRAH BARA PRIMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10313?jp=7
392,ANUGRAH BATU SULAWESI RESOURCES,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9823?jp=1
393,ANUGRAH BORNEO SINERGY,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16285?jp=7
394,ANUGRAH BUKIT BESAR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/16080?jp=1
395,ANUGRAH BUMINDO MINERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10351?jp=7
396,ANUGRAH BUMINDO RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10248?jp=7
397,ANUGRAH BUMI RAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11718?jp=7
398,ANUGRAH CENTRAL COAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10062?jp=7
399,ANUGRAH DWIPUTRA MAKMUR,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14003?jp=7
400,ANUGRAH HALABAN SEPAKAT,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12894?jp=1
401,ANUGRAH HARISMA BARAKAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/544?jp=1
402,ANUGRAH KAIROS MAKMUR,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13244?jp=7
403,ANUGRAH LAMBANG JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11973?jp=1
404,ANUGRAH LESTARI ALAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/550?jp=1
405,ANUGRAH MAPAN PERKASA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/552?jp=1
406,ANUGRAH MEGATAMA INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10088?jp=7
407,ANUGRAH MINING PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/557?jp=1
408,ANUGRAH MITRA GRAHA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/558?jp=1
409,ANUGRAH MITRA GRAHA MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/559?jp=1
410,ANUGRAH MITRA INSANI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10410?jp=7
411,ANUGRAH NIKEL SEJAHTERA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14197?jp=7
412,ANUGRAH NUSANTARA BERSAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16100?jp=7
413,ANUGRAH PERSADA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/563?jp=1
414,ANUGRAH PERSADA LAKSANA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12099?jp=7
415,ANUGRAH PRATAMA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13822?jp=7
416,ANUGRAH RAHARJA INDONUSA GROUP,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13668?jp=7
417,ANUGRAH RAYA KALTINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14801?jp=1
418,ANUGRAH RIAU COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/569?jp=1
419,ANUGRAH RIZKIE GUNUNG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9565?jp=1
420,ANUGRAH SUKSES MINING,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/575?jp=1
421,ANUGRAH TANAH MERAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12666?jp=1
422,ANWAR MUBAROK,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12609?jp=1
423,ANZAWARA SATRIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/582?jp=1
424,APIRA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/583?jp=1
425,APOLLO NICKEL INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9303?jp=1
426,APRIADI BERSAUDARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/585?jp=1
427,APRILYA YAMANIATI PRIHATINI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12265?jp=1
428,APRISON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12898?jp=1
429,APRO COMMODITIES INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15585?jp=7
430,ARA DAYATAMA CEMERLANG,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10471?jp=7
431,ARAFURA SURYA ALAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/594?jp=1
432,ARAGON TAMBANG PRATAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/596?jp=1
433,ARA MINERAL SEJATI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15166?jp=7
434,A. RASMA MULIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11931?jp=1
435,ARBAA ENERGY RESOURCES,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13375?jp=7
436,AR COAL MINING 1,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9132?jp=1
437,ARDHON RESOURCES INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13020?jp=1
438,ARDIANSYAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12291?jp=1
439,ARDIANTO KARYA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9383?jp=1
440,ARENA BANGUN ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/16033?jp=7
441,ARGA MORINI INDAH,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/607?jp=1
442,ARGA MORINI INDOTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14317?jp=1
443,ARGA WASTU,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12406?jp=1
444,ARGO MAKMUR,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/610?jp=1
445,ARGO MULYO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15968?jp=1
446,ARI DWI CAHYONO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11945?jp=1
447,ARIEF HARTOYO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/10987?jp=1
448,ARIES KENCANA SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9543?jp=1
449,ARIF ANGGAR DIANTORO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11090?jp=1
450,ARIF JAYA UTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13322?jp=1
451,ARIMBI PRIMA COAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/620?jp=1
452,ARINI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/623?jp=1
453,AR. IRHAM,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15039?jp=1
454,ARIS ALBERTUS SIMBOLON,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/12549?jp=1
455,ARISTAMA CEMERLANG ELOK,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14665?jp=7
456,ARIS YULIANTO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13078?jp=1
457,ARITA PRATAMA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10433?jp=7
458,ARITA SUMBER MINERAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13177?jp=7
459,ARIVINDO TECH LESTARI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10478?jp=7
460,ARI WIBOWO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13347?jp=1
461,ARIYANTO (TASIKMALAYA),IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11695?jp=1
462,ARJUNA (BARITO UTARA),IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15205?jp=1
463,ARKAMIRA MEMORIAL STONE,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/629?jp=1
464,ARKCO GLOBAL ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9949?jp=7
465,ARLIN JAYA MANDIRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/11761?jp=7
466,AROMA CIPTA ANUGRAHTAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11573?jp=1
467,AROSUKA MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/639?jp=1
468,ARRA ENERGY INTERNATIONAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15169?jp=1
469,ARSAD,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15519?jp=1
470,ARSARI BATU KARYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/14017?jp=1
471,ARSED INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/640?jp=1
472,ARSY NUSANTARA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/642?jp=1
473,ARTA BERLIAN MANDIRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13105?jp=7
474,ARTA BEVIMDO MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/643?jp=1
475,ARTABUMI SENTRA INDUSTRI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/12103?jp=7
476,ARTA SAMUDERA MAS,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/9951?jp=7
477,ARTA SUMBA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/645?jp=1
478,ARTHA AGUNG BERSAMA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13441?jp=1
479,ARTHA BUMI MINERAL,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/653?jp=1
480,ARTHA CIPTA LANGGENG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/655?jp=1
481,ARTHA CONTRACTORS,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14813?jp=7
482,ARTHACO PRIMA ENERGY,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/671?jp=1
483,ARTHA DAYA COALINDO,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10068?jp=7
484,ARTHA ENERGI INDONUSA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10041?jp=7
485,ARTHAGAMA MINERALINDO,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11781?jp=1
486,ARTHAINDO JAYA ABADI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/672?jp=1
487,ARTHA MINING INDUSTRY,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10640?jp=7
488,ARTHA NUSANTARA JAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10008?jp=7
489,ARTHA PERSADA SEJAHTERA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/9368?jp=1
490,ARTHA PRIMA NUSA JAYA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/666?jp=1
491,ARTHA PRIMA NUSA JAYA DELAPAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11319?jp=1
492,ARTHA PRIMA NUSA JAYA III,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11318?jp=1
493,ARTHA PRIMA NUSA JAYA SEMBILAN,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11320?jp=1
494,Artha Riau Kuarsa,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15326?jp=1
495,ARTHA SALSABILA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/11892?jp=1
496,ARTHA SURYA PRIMATAMA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10136?jp=7
497,ARTHA SYANDANA INDONESIA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/13827?jp=1
498,ARTHA TUNGGAL MANDIRI,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/668?jp=1
499,ARTHEA MINERAL INDONESIA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/14490?jp=7
500,ARTO BANGUN CEMERLANG,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/676?jp=1
501,ARTRA MEGA PASIFIK,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10194?jp=7
502,ARTUNA BARA ENERGI,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/10476?jp=7
503,ARUNG SAMUDERA GLOBAL,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/15164?jp=7
504,ARUNIKA BUMI JAYA,IUP OPK,https://modi.esdm.go.id/portal/detailPerusahaan/13815?jp=7
505,ARUTMIN INDONESIA,IUPK,https://modi.esdm.go.id/portal/detailPerusahaan/681?jp=8
506,ARYA RADJA RAHARDJA,IUP,https://modi.esdm.go.id/portal/detailPerusahaan/15760?jp=1
