no,tautan,gambar,tipe,judul,lokasi,harga
1,https://infolelang.bri.co.id/home/detailAsset?id_aset=8VM4N&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20210705WA0033_20220225162330.jpg,lelang,PERUMAHAN PRAMBON ASRI MENGANTI,"MENGANTI, GRESIK KAB.",IDR 462.000.000
2,https://infolelang.bri.co.id/home/detailAsset?id_aset=2WIUB&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/04/IMG_20210315_151912_20210430161611.jpg,lelang,Debby Fitriana,"SAWANGAN, DEPOK KOT.",IDR 398.000.000
3,https://infolelang.bri.co.id/home/detailAsset?id_aset=136AN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/DodiSutanto_20220218081107.jpg,lelang,Dodi Sutanto,"MEDAN BARU, MEDAN KOT.",IDR 2.500.000.000
4,https://infolelang.bri.co.id/home/detailAsset?id_aset=NY3P1&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1645146685797_mincompress1_20220224090143.jpg,lelang,TANAH LUAS 1.730 DI BALAMOA TEGAL,"PANGKAH, TEGAL KAB.",IDR 4.330.000.000
5,https://infolelang.bri.co.id/home/detailAsset?id_aset=IEZO5&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1645146719668_mincompress1_20220224090731.jpg,lelang,ruko murah desa pesayangan tegal,"TALANG, TEGAL KAB.",IDR 489.240.000
6,https://infolelang.bri.co.id/home/detailAsset?id_aset=ZB3EN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20200616WA0003_20220217131614.jpg,lelang,Rumah Tinggal,"JAGAKARSA, JAKARTA SELATAN",IDR 2.272.000.000
7,https://infolelang.bri.co.id/home/detailAsset?id_aset=DC7WJ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20220108WA0012_20220217132845.jpg,jual_damai,Rumah Tinggal,"LIMO, DEPOK KOT.",IDR 2.167.000.000
8,https://infolelang.bri.co.id/home/detailAsset?id_aset=CRXKZ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/indra1_20220223104002.jpg,lelang,Ruko Strategis di Majalaya,"MAJALAYA, BANDUNG KAB.",IDR 800.000.000
9,https://infolelang.bri.co.id/home/detailAsset?id_aset=CVBTH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/Foto1_20220223105116.jpg,lelang,Rumah Luas Murah di Pinggiran Majalaya,"RANCAEKEK, BANDUNG KAB.",IDR 420.000.000
10,https://infolelang.bri.co.id/home/detailAsset?id_aset=E4HFR&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/SHMNo21ENDANG5_20220222172749.jpg,lelang,RUMAH TINGGAL,"ARJASA, SUMENEP KAB.",IDR 450.000.000
11,https://infolelang.bri.co.id/home/detailAsset?id_aset=6N1MH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20211109at85408AM_20220222174032.jpg,lelang,TOKO IBOE DANY PRAWOTO,"SUMENEP, SUMENEP KAB.",IDR 509.300.000
12,https://infolelang.bri.co.id/home/detailAsset?id_aset=OHR84&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20200624_225323_20220222091324.jpg,lelang,Hotel Bandung Endah Parahyangan,"ANDIR, BANDUNG KOT.",IDR 90.000.000.000
13,https://infolelang.bri.co.id/home/detailAsset?id_aset=6UVIL&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20210319at160432_20220222094103.jpg,lelang,Ikhsan Nurdin,"SUKASARI, BANDUNG KOT.",IDR 1.100.000.000
14,https://infolelang.bri.co.id/home/detailAsset?id_aset=TYQWH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20210420at135514_20220222104709.jpg,lelang,Koswara,"MARGAHAYU, BANDUNG KAB.",IDR 301.500.000
15,https://infolelang.bri.co.id/home/detailAsset?id_aset=WU8NI&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20210420at1355131_20220222105552.jpg,lelang,Koswara,"MARGAHAYU, BANDUNG KAB.",IDR 211.500.000
16,https://infolelang.bri.co.id/home/detailAsset?id_aset=Q9HN5&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20210628at1446013_20220222112938.jpg,lelang,RUMAH TINGGAL,"POMALAA, KOLAKA KAB.",IDR 224.408.000
17,https://infolelang.bri.co.id/home/detailAsset?id_aset=623PQ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20150825_152709CopyCopy_20220222115001.jpg,lelang,RUMAH TOKO,"POMALAA, KOLAKA KAB.",IDR 423.967.102
18,https://infolelang.bri.co.id/home/detailAsset?id_aset=WOXGI&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/shm619dandisyaputra_20220222122008.jpg,lelang,RUMAH TOKO,"KOLAKA, KOLAKA KAB.",IDR 378.400.000
19,https://infolelang.bri.co.id/home/detailAsset?id_aset=B1S4L&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20220217at113001_20220222115955.jpg,lelang,RUMAH TOKO,"POMALAA, KOLAKA KAB.",IDR 621.947.000
20,https://infolelang.bri.co.id/home/detailAsset?id_aset=ZG5TA&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/hasnahpelanduk_20220222120531.jpg,lelang,RUMAH TINGGAL,"KOLAKA, KOLAKA KAB.",IDR 178.650.000
21,https://infolelang.bri.co.id/home/detailAsset?id_aset=8VM4N&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20210705WA0033_20220225162330.jpg,lelang,PERUMAHAN PRAMBON ASRI MENGANTI,"MENGANTI, GRESIK KAB.",IDR 462.000.000
22,https://infolelang.bri.co.id/home/detailAsset?id_aset=2WIUB&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/04/IMG_20210315_151912_20210430161611.jpg,lelang,Debby Fitriana,"SAWANGAN, DEPOK KOT.",IDR 398.000.000
23,https://infolelang.bri.co.id/home/detailAsset?id_aset=136AN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/DodiSutanto_20220218081107.jpg,lelang,Dodi Sutanto,"MEDAN BARU, MEDAN KOT.",IDR 2.500.000.000
24,https://infolelang.bri.co.id/home/detailAsset?id_aset=NY3P1&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1645146685797_mincompress1_20220224090143.jpg,lelang,TANAH LUAS 1.730 DI BALAMOA TEGAL,"PANGKAH, TEGAL KAB.",IDR 4.330.000.000
25,https://infolelang.bri.co.id/home/detailAsset?id_aset=IEZO5&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1645146719668_mincompress1_20220224090731.jpg,lelang,ruko murah desa pesayangan tegal,"TALANG, TEGAL KAB.",IDR 489.240.000
26,https://infolelang.bri.co.id/home/detailAsset?id_aset=ZB3EN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20200616WA0003_20220217131614.jpg,lelang,Rumah Tinggal,"JAGAKARSA, JAKARTA SELATAN",IDR 2.272.000.000
27,https://infolelang.bri.co.id/home/detailAsset?id_aset=DC7WJ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20220108WA0012_20220217132845.jpg,jual_damai,Rumah Tinggal,"LIMO, DEPOK KOT.",IDR 2.167.000.000
28,https://infolelang.bri.co.id/home/detailAsset?id_aset=CRXKZ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/indra1_20220223104002.jpg,lelang,Ruko Strategis di Majalaya,"MAJALAYA, BANDUNG KAB.",IDR 800.000.000
29,https://infolelang.bri.co.id/home/detailAsset?id_aset=CVBTH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/Foto1_20220223105116.jpg,lelang,Rumah Luas Murah di Pinggiran Majalaya,"RANCAEKEK, BANDUNG KAB.",IDR 420.000.000
30,https://infolelang.bri.co.id/home/detailAsset?id_aset=E4HFR&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/SHMNo21ENDANG5_20220222172749.jpg,lelang,RUMAH TINGGAL,"ARJASA, SUMENEP KAB.",IDR 450.000.000
31,https://infolelang.bri.co.id/home/detailAsset?id_aset=6N1MH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20211109at85408AM_20220222174032.jpg,lelang,TOKO IBOE DANY PRAWOTO,"SUMENEP, SUMENEP KAB.",IDR 509.300.000
32,https://infolelang.bri.co.id/home/detailAsset?id_aset=OHR84&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20200624_225323_20220222091324.jpg,lelang,Hotel Bandung Endah Parahyangan,"ANDIR, BANDUNG KOT.",IDR 90.000.000.000
33,https://infolelang.bri.co.id/home/detailAsset?id_aset=6UVIL&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20210319at160432_20220222094103.jpg,lelang,Ikhsan Nurdin,"SUKASARI, BANDUNG KOT.",IDR 1.100.000.000
34,https://infolelang.bri.co.id/home/detailAsset?id_aset=TYQWH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20210420at135514_20220222104709.jpg,lelang,Koswara,"MARGAHAYU, BANDUNG KAB.",IDR 301.500.000
35,https://infolelang.bri.co.id/home/detailAsset?id_aset=WU8NI&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20210420at1355131_20220222105552.jpg,lelang,Koswara,"MARGAHAYU, BANDUNG KAB.",IDR 211.500.000
36,https://infolelang.bri.co.id/home/detailAsset?id_aset=Q9HN5&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20210628at1446013_20220222112938.jpg,lelang,RUMAH TINGGAL,"POMALAA, KOLAKA KAB.",IDR 224.408.000
37,https://infolelang.bri.co.id/home/detailAsset?id_aset=623PQ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20150825_152709CopyCopy_20220222115001.jpg,lelang,RUMAH TOKO,"POMALAA, KOLAKA KAB.",IDR 423.967.102
38,https://infolelang.bri.co.id/home/detailAsset?id_aset=WOXGI&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/shm619dandisyaputra_20220222122008.jpg,lelang,RUMAH TOKO,"KOLAKA, KOLAKA KAB.",IDR 378.400.000
39,https://infolelang.bri.co.id/home/detailAsset?id_aset=B1S4L&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/WhatsAppImage20220217at113001_20220222115955.jpg,lelang,RUMAH TOKO,"POMALAA, KOLAKA KAB.",IDR 621.947.000
40,https://infolelang.bri.co.id/home/detailAsset?id_aset=ZG5TA&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/hasnahpelanduk_20220222120531.jpg,lelang,RUMAH TINGGAL,"KOLAKA, KOLAKA KAB.",IDR 178.650.000
41,https://infolelang.bri.co.id/home/detailAsset?id_aset=5YDEQ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20160119_154743_20220222121510.jpg,lelang,RUMAH TINGGAL,"POMALAA, KOLAKA KAB.",IDR 176.544.000
42,https://infolelang.bri.co.id/home/detailAsset?id_aset=AEOQD&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/2_20220222161450.jpg,lelang,RUMAH DAN TOKO ( RUKO ),"SOOKO, MOJOKERTO KAB.",IDR 975.000.000
43,https://infolelang.bri.co.id/home/detailAsset?id_aset=7VR4B&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20210511WA0036_20220222160328.jpg,lelang,RUMAH TINGGAL DI PERUMAHAN,"SOOKO, MOJOKERTO KAB.",IDR 400.000.000
44,https://infolelang.bri.co.id/home/detailAsset?id_aset=59DG2&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/2_20220222152133.jpg,lelang,RUMAH TINGGAL DI PERUMAHAN,"JOMBANG, JOMBANG KAB.",IDR 499.000.000
45,https://infolelang.bri.co.id/home/detailAsset?id_aset=YRQV4&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/rumah4_20220222101616.jpg,lelang,RUMAH TINGGAL DI PERUMAHAN,"PERAK, JOMBANG KAB.",IDR 595.000.000
46,https://infolelang.bri.co.id/home/detailAsset?id_aset=8PSHL&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20210531WA0065_20220222134623.jpg,lelang,RUMAH DI PERUMAHAN ANGGASWANGI SIDOARJO,"SUKODONO, SIDOARJO KAB.",IDR 331.200.000
47,https://infolelang.bri.co.id/home/detailAsset?id_aset=Q9BHN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/mulyanto7_20211202144146.jpg,lelang,KANTOR,"MOJOAGUNG, JOMBANG KAB.",IDR 3.169.500.000
48,https://infolelang.bri.co.id/home/detailAsset?id_aset=97BP5&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20210114WA0025_20220222082432.jpg,lelang,SHM No. 00566 tgl 01.09.2005 dan SHM No 01078 tgl 14.09.1981,"CURUP, REJANG LEBONG KOT.",IDR 1.200.000.000
49,https://infolelang.bri.co.id/home/detailAsset?id_aset=KQ2GI&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1625098466708asaaa_20220222082705.JPG,lelang,SHM No 00412 tgl 19.10.2009,"CURUP, REJANG LEBONG KOT.",IDR 161.000.000
50,https://infolelang.bri.co.id/home/detailAsset?id_aset=X7WP8&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/SURIATI1_20220204083646.jpg,lelang,"Tanah dan bangunan Ruko di Jl. Trans Kalimantan, Kubu Raya","SEI AMBAWANG, PONTIANAK KAB.",IDR 1.250.000.000
51,https://infolelang.bri.co.id/home/detailAsset?id_aset=CWTXF&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/SYAIFUL1_20220221110839.jpg,lelang,"Tanah dan rumah di Jl. Perdamaian Gg Rukun, Kubu Raya","SEI KAKAP, PONTIANAK KAB.",IDR 160.000.000
52,https://infolelang.bri.co.id/home/detailAsset?id_aset=U5KXY&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/MarlonSimaremare_20220221111256.jpg,lelang,"Tanah dan rumah di Jl. Nurul Huda Aliamin Komp. Melvi Mandiri, Kubu Raya","SEI RAYA, PONTIANAK KAB.",IDR 300.000.000
53,https://infolelang.bri.co.id/home/detailAsset?id_aset=2AHJQ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/4CVCAHAYAIKHLASSEMPURNAHM5108A_20220221111718.jpg,lelang,"Tanah dan bangunan Ruko di Jl. Tabrani Ahmad, Pontianak","PONTIANAK BARAT, PONTIANAK KOT.",IDR 600.000.000
54,https://infolelang.bri.co.id/home/detailAsset?id_aset=XLV8P&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/15CVCAHAYAIKHLASSEMPURNAHM5578_20220221112406.jpg,lelang,"2 bidang tanah dan bangunan rumah Jl. Tabrani Ahmad Gg. Bersama 3 / Jl. Komplek Hasia Permai, Pontianak","PONTIANAK BARAT, PONTIANAK KOT.",IDR 425.000.000
55,https://infolelang.bri.co.id/home/detailAsset?id_aset=KWYVD&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1MSaleh3_20220221112956.jpg,lelang,"Tanah dan 2 unit Bangunan Rumah Jl. Parit Haji Muksin 2 Gg. SDN 51 B, Sungai Raya","SEI RAYA, PONTIANAK KAB.",IDR 595.000.000
56,https://infolelang.bri.co.id/home/detailAsset?id_aset=K3RML&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/ANDRIPURWANTOKOM_20220221093517.jpg,lelang,RUMAH BAGUS DIPERUM GREEN SAPPHIRE AJIBARANG BLOK B 07,"AJIBARANG, BANYUMAS KAB.",IDR 668.000.000
57,https://infolelang.bri.co.id/home/detailAsset?id_aset=E5XJL&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/SAMINOKOM_20220221093949.jpg,lelang,RUMAH BAGUS DIPERUM SAPPHIRE MADANI BLOK C 14 KARANGSALAM KIDUL KEDUNGBANTENG BANYUMAS,"KEDUNGBANTENG, BANYUMAS KAB.",IDR 870.000.000
58,https://infolelang.bri.co.id/home/detailAsset?id_aset=8CZD2&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/RIYANTO_20220221094916.JPG,lelang,RUMAH BAGUS DIBATURADEN ,"BATURADEN, BANYUMAS KAB.",IDR 509.000.000
59,https://infolelang.bri.co.id/home/detailAsset?id_aset=E9U4W&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1639543704861newwaaa_20220216140457.JPG,lelang,SHM No. 00278 tgl 26.10.2010,"KEPAHIANG, KEPAHIANG KAB.",IDR 200.000.000
60,https://infolelang.bri.co.id/home/detailAsset?id_aset=HNF78&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20200806WA0085bangunanxxx_20220216140658.JPG,lelang,SHM No. 01071 tgl 08.03.2010,"KEPAHIANG, KEPAHIANG KAB.",IDR 275.000.000
61,https://infolelang.bri.co.id/home/detailAsset?id_aset=KGMNX&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1639544078300_20220216140923.jpg,lelang,SHM No. 01375 tgl 13.12.2005,"CURUP, CURUP KOT.",IDR 162.000.000
62,https://infolelang.bri.co.id/home/detailAsset?id_aset=HIAEL&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20210224_085303Copy_20220218102700.jpg,lelang,Tanah Rumah Kosong,"NGAWEN, BLORA KAB.",IDR 425.000.000
63,https://infolelang.bri.co.id/home/detailAsset?id_aset=SX9QV&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20210224_090724_20220218103147.jpg,lelang,Tanah Bangunan Kosong,"NGAWEN, BLORA KAB.",IDR 350.000.000
64,https://infolelang.bri.co.id/home/detailAsset?id_aset=ZU6DO&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20211014_115209Copy_20220218104938.jpg,lelang,Tanah Bangunan Hunian dalam kampung,"TUNJUNGAN, BLORA KAB.",IDR 213.400.000
65,https://infolelang.bri.co.id/home/detailAsset?id_aset=2SFLK&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20211014131000Copy_20220218105504.jpg,lelang,Tanah Bangunan Selep dan Gudang,"TUNJUNGAN, BLORA KAB.",IDR 941.000.000
66,https://infolelang.bri.co.id/home/detailAsset?id_aset=U49Y2&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2022/02/20211014_130117Copy_20220218105850.jpg,lelang,Tanah Pertanian pinggir jalan,"TUNJUNGAN, BLORA KAB.",IDR 256.000.000
67,https://infolelang.bri.co.id/home/detailAsset?id_aset=1Z8VX&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20210830WA0011_20220218110657.jpg,lelang,Tanah Perumahan Strategis,"JEPON, BLORA KAB.",IDR 376.000.000
68,https://infolelang.bri.co.id/home/detailAsset?id_aset=JFG9T&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2022/02/20211014_125235Copy_20220218110217.jpg,lelang,Tanah Pertanian,"TUNJUNGAN, BLORA KAB.",IDR 202.050.000
69,https://infolelang.bri.co.id/home/detailAsset?id_aset=45LYP&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20211013WA0014_20220218111613.jpg,lelang,Tanah Bangunan Kayu ,"TUNJUNGAN, BLORA KAB.",IDR 300.000.000
70,https://infolelang.bri.co.id/home/detailAsset?id_aset=EFJP6&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20211210WA0012_20220218112330.jpg,lelang,Tanah Pertanian pinggir jalan,"BANJAREJO, BLORA KAB.",IDR 97.750.000
71,https://infolelang.bri.co.id/home/detailAsset?id_aset=MSZA3&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20211210WA0007_20220218112713.jpg,lelang,Tanah Bangunan Kayu,"BANJAREJO, BLORA KAB.",IDR 300.000.000
72,https://infolelang.bri.co.id/home/detailAsset?id_aset=B9XJQ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20210303_103816Copy_20220218113552.jpg,lelang,Tanah Bangunan Kayu,"NGAWEN, BLORA KAB.",IDR 270.000.000
73,https://infolelang.bri.co.id/home/detailAsset?id_aset=WOLMG&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20210511_113836Copy_20220218113949.jpg,lelang,Tanah Bangunan Kayu,"JAPAH, BLORA KAB.",IDR 145.250.000
74,https://infolelang.bri.co.id/home/detailAsset?id_aset=ARNO4&id_category=tanah,https://infolelang.bri.co.id/uploads/images/,lelang,Rumah Toko,"WONOMULYO, POLEWALI MAMASA KAB.",IDR 370.000.000
75,https://infolelang.bri.co.id/home/detailAsset?id_aset=Z2G4J&id_category=bangunan,https://infolelang.bri.co.id/uploads/images/,lelang,Tanah dan Bangunan,"POLEWALI, POLEWALI KOT.",IDR 1.300.000.000
76,https://infolelang.bri.co.id/home/detailAsset?id_aset=CN3ZW&id_category=tanah,https://infolelang.bri.co.id/uploads/images/,lelang,Tanah Pekarangan,"POLEWALI, POLEWALI KOT.",IDR 124.000.000
77,https://infolelang.bri.co.id/home/detailAsset?id_aset=1WOVH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG_20210508_134857_1065x800_20220217162402.jpg,lelang,Rumah Lelang di CIPUTAT - TANGERANG SELATAN,"PONDOK AREN, TANGERANG KAB.",IDR 1.011.000.000
78,https://infolelang.bri.co.id/home/detailAsset?id_aset=J1F4C&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2022/02/1BidangTanahC_20220217165042.jpg,lelang,LELANG TANAH DARAT - CILAMAYA KULON - KARAWANG,"CILAMAYA, KARAWANG KAB.",IDR 362.400.000
79,https://infolelang.bri.co.id/home/detailAsset?id_aset=2S3PV&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG_20210813_112842_1280x721_20220217170216.jpg,lelang,LELANG TOKO - TEMPURAN - KARAWANG,"TEMPURAN, KARAWANG KAB.",IDR 2.195.000.000
80,https://infolelang.bri.co.id/home/detailAsset?id_aset=4Q1UD&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/KiosPupuk1_20220217171255.jpg,lelang,LELANG TOKO - TEMPURAN - KARAWANG,"TEMPURAN, KARAWANG KAB.",IDR 125.200.000
81,https://infolelang.bri.co.id/home/detailAsset?id_aset=SPMJZ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/Depan_20220217093712.JPG,lelang,Tanah&Bangunan Rumah Tinggal,"NGAMPRAH, BANDUNG KAB.",IDR 712.100.000
82,https://infolelang.bri.co.id/home/detailAsset?id_aset=G7VXJ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/FotoDepan3_20220217094326.jpg,lelang,Tanah&Bangunan Rumah Tinggal,"CICENDO, BANDUNG KOT.",IDR 980.000.000
83,https://infolelang.bri.co.id/home/detailAsset?id_aset=239L4&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/DPNKANAN_20220217095114.JPG,lelang,Tanah&Bangunan Rumah Tinggal,"MARGACINTA, BANDUNG KOT.",IDR 820.000.000
84,https://infolelang.bri.co.id/home/detailAsset?id_aset=D95C4&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/dEPAN_20220217095524.jpg,lelang,"Tanah,Bangunan Rumah Tinggal&Kandang Sapi","BOJONG, PURWAKARTA KAB.",IDR 930.720.000
85,https://infolelang.bri.co.id/home/detailAsset?id_aset=PT2UB&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG_2979_20220217101147.jpg,lelang,"Tanah,Bangunan Rumah Tinggal&Kandang Sapi","PARONGPONG, BANDUNG KAB.",IDR 877.200.000
86,https://infolelang.bri.co.id/home/detailAsset?id_aset=964GE&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/DSCN0006_20220216101928.JPG,lelang,Rumah dan kantor cabang CV Danis Food,"CIPEDES, TASIKMALAYA KOT.",IDR 1.120.000.000
87,https://infolelang.bri.co.id/home/detailAsset?id_aset=8ZEIX&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/20210128_161928_20220216102846.jpg,lelang,Bangunan Gudang CV. Danis Food,"INDIHIANG, TASIKMALAYA KAB.",IDR 4.400.000.000
88,https://infolelang.bri.co.id/home/detailAsset?id_aset=LM27E&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/edijunaedi_20220207075543.jpg,lelang,Rumah Jatinangor dekat Unpad,"TANJUNGSARI, SUMEDANG KAB.",IDR 275.000.000
89,https://infolelang.bri.co.id/home/detailAsset?id_aset=D3FM1&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/ruko_20220207081551.jpg,lelang,Ruko Murah di Batu Jajar kab Bandung Barat Cimahi,"BATUJAJAR, BANDUNG KAB.",IDR 500.000.000
90,https://infolelang.bri.co.id/home/detailAsset?id_aset=7RNE2&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/5_20220216151438.jpg,lelang,TOKO DI DAERAH RANCAEKEK BANDUNG,"RANCAEKEK, BANDUNG KAB.",IDR 900.000.000
91,https://infolelang.bri.co.id/home/detailAsset?id_aset=UJ7Z5&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/bcv_20220207080655.jpg,lelang,Rumah Bagus di Bandung City View,"ARCAMANIK, BANDUNG KOT.",IDR 800.000.000
92,https://infolelang.bri.co.id/home/detailAsset?id_aset=2874B&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/IMG20210412WA0011_20220216142154.jpg,lelang,RUMAH LELANG MURAH DAERAH ANDIR KOTA BANDUNG,"ANDIR, BANDUNG KOT.",IDR 1.372.000.000
93,https://infolelang.bri.co.id/home/detailAsset?id_aset=CPI7O&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2022/02/1_20220216152546.jpg,lelang,LELANG TANAH DAERAH RANCAEKEK,"RANCAEKEK, BANDUNG KAB.",IDR 280.000.000
94,https://infolelang.bri.co.id/home/detailAsset?id_aset=S3DQA&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/4_20220216154905.JPG,lelang,LELANG  RUMAH MURAH DI SAYAP BANDUNG SELATAN CIMAUNG,"CIMAUNG, BANDUNG KAB.",IDR 370.000.000
95,https://infolelang.bri.co.id/home/detailAsset?id_aset=4VDKX&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1_20220216161251.JPG,lelang,LELANG KOS/ KONTRAKAN MURAH DAERAH BUNTU SARI BALEENDAH BANDUNG,"BALEENDAH, BANDUNG KAB.",IDR 235.000.000
96,https://infolelang.bri.co.id/home/detailAsset?id_aset=ZEJH6&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/1_20220216162735.jpg,lelang,LELANG RUKO MURAH DI KOMPLEK BUMI HARAPAN CIBIRU BANDUNG,"CILEUNYI, BANDUNG KAB.",IDR 690.000.000
97,https://infolelang.bri.co.id/home/detailAsset?id_aset=7D3TQ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2022/02/4_20220216165603.jpg,lelang,"LELANG MURAH RUMAH, KANTOR DAN GUDANG","REGOL, BANDUNG KOT.",IDR 1.530.000.000
