no,tautan,gambar,tipe,judul,lokasi,harga
1523,https://infolelang.bri.co.id/home/detailAsset?id_aset=PQZ3X&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/RUKOO4_20211220152455.jpg,jual_damai,RUKO 1 PINTU,"KOT. BARU, JAMBI KOT.",IDR 1.600.000.000
1524,https://infolelang.bri.co.id/home/detailAsset?id_aset=MQY91&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/2_20211220153003.jpg,jual_damai,RUMAH TINGGAL,"JAMBI LUAR KOT., MUAROJAMBI KAB.",IDR 220.000.000
1525,https://infolelang.bri.co.id/home/detailAsset?id_aset=HU4B3&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/1_20211220153244.jpg,jual_damai,RUMAH TINGGAL,"JAMBI LUAR KOT., MUAROJAMBI KAB.",IDR 200.000.000
1526,https://infolelang.bri.co.id/home/detailAsset?id_aset=M7KS5&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/1_20211220153928.jpg,jual_damai,Kebun Karet,"BATIN XXIV, BATANGHARI KAB.",IDR 162.000.000
1527,https://infolelang.bri.co.id/home/detailAsset?id_aset=CYIWB&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/2_20211220154119.jpg,jual_damai,Kebun Karet,"BATIN XXIV, BATANGHARI KAB.",IDR 162.000.000
1528,https://infolelang.bri.co.id/home/detailAsset?id_aset=6V9BH&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/3_20211220154525.jpg,jual_damai,Kebun Karet,"BATIN XXIV, BATANGHARI KAB.",IDR 115.000.000
1529,https://infolelang.bri.co.id/home/detailAsset?id_aset=I9RK6&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/5_20211220154745.jpg,jual_damai,Kebun Karet,"BATIN XXIV, BATANGHARI KAB.",IDR 115.000.000
1530,https://infolelang.bri.co.id/home/detailAsset?id_aset=HE4P5&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/2_20211220155255.jpg,jual_damai,RUMAH TINGGAL,"MUARATEMBESI, BATANGHARI KAB.",IDR 225.000.000
1531,https://infolelang.bri.co.id/home/detailAsset?id_aset=5CDQA&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/3_20211220155513.jpg,jual_damai,Kebun Karet,"MUARATEMBESI, BATANGHARI KAB.",IDR 55.000.000
1532,https://infolelang.bri.co.id/home/detailAsset?id_aset=UGWSH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/2_20211220160812.jpg,jual_damai,RUMAH TINGGAL,"MERSAM, BATANGHARI KAB.",IDR 400.000.000
1533,https://infolelang.bri.co.id/home/detailAsset?id_aset=JUQT5&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/5_20211220161139.jpg,jual_damai,Kebun Sawit,"MERSAM, BATANGHARI KAB.",IDR 90.000.000
1534,https://infolelang.bri.co.id/home/detailAsset?id_aset=GDMWA&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/1_20211220162150.jpg,jual_damai,Kebun Karet,"MUARABULIAN, BATANGHARI KAB.",IDR 150.000.000
1535,https://infolelang.bri.co.id/home/detailAsset?id_aset=OPQBW&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/2_20211220162414.jpg,jual_damai,Kebun Karet,"MUARABULIAN, BATANGHARI KAB.",IDR 150.000.000
1536,https://infolelang.bri.co.id/home/detailAsset?id_aset=DP6UW&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/3_20211220162706.jpg,jual_damai,Kebun Karet,"MUARABULIAN, BATANGHARI KAB.",IDR 150.000.000
1537,https://infolelang.bri.co.id/home/detailAsset?id_aset=97NEW&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/4_20211220162945.jpg,jual_damai,Kebun Karet,"MUARABULIAN, BATANGHARI KAB.",IDR 70.000.000
1538,https://infolelang.bri.co.id/home/detailAsset?id_aset=AVRCQ&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/5_20211220163208.jpg,jual_damai,Kebun Karet,,IDR 75.000.000
1539,https://infolelang.bri.co.id/home/detailAsset?id_aset=YUCQS&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/3_20211220163404.jpg,jual_damai,Kebun Karet,"MUARABULIAN, BATANGHARI KAB.",IDR 75.000.000
1540,https://infolelang.bri.co.id/home/detailAsset?id_aset=WJSD9&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/2_20211220163955.jpg,jual_damai,RUMAH TINGGAL,"MUARABULIAN, BATANGHARI KAB.",IDR 150.000.000
1541,https://infolelang.bri.co.id/home/detailAsset?id_aset=LYO3N&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20200321WA0046_20211230170208.jpg,lelang,Rumah tinggal an. Rambiyah,"PULAU LAUT UTARA, KOTABARU KAB.",IDR 100.000.000
1542,https://infolelang.bri.co.id/home/detailAsset?id_aset=AOIBR&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20201125180906_20211230135748.jpg,lelang,"Rumah tinggal an, Hery Apriansyar","PULAU LAUT UTARA, KOTABARU KAB.",IDR 326.000.000
1543,https://infolelang.bri.co.id/home/detailAsset?id_aset=QGVL8&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20190312102003kiri_20211228181554.jpg,jual_damai,Dijual Rumah Murah,"UJUNG BATU, ROKAN HULU KAB.",IDR 100.000.000
1544,https://infolelang.bri.co.id/home/detailAsset?id_aset=7MA9P&id_category=bangunan,https://infolelang.bri.co.id/uploads/images/,lelang,"Rumah tinggal an, Junaidi","PULAU LAUT UTARA, KOTABARU KAB.",IDR 49.000.000
1545,https://infolelang.bri.co.id/home/detailAsset?id_aset=UJGF3&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20180902160200kompres_20211228182107.jpg,lelang,DILELANG RUKO STRATEGIS,"UJUNG BATU, ROKAN HULU KAB.",IDR 360.000.000
1546,https://infolelang.bri.co.id/home/detailAsset?id_aset=57IDJ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/Kompres1_20211228183312.jpg,jual_damai,DIJUAL RUKO MURAH,"UJUNG BATU, ROKAN HULU KAB.",IDR 400.000.000
1547,https://infolelang.bri.co.id/home/detailAsset?id_aset=EABLG&id_category=bangunan,https://infolelang.bri.co.id/uploads/images/,lelang,"Rumah tinggal an, Haji Farid Budiman","PULAU LAUT UTARA, KOTABARU KAB.",IDR 181.500.000
1548,https://infolelang.bri.co.id/home/detailAsset?id_aset=AUKDO&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/KOMPRES4_20211228184312.jpg,lelang,DILELANG TANAH DAN BANGUNAN RUMAH,"UJUNG BATU, ROKAN HULU KAB.",IDR 600.000.000
1549,https://infolelang.bri.co.id/home/detailAsset?id_aset=KD329&id_category=bangunan,https://infolelang.bri.co.id/uploads/images/,lelang,"Rumah tinggal an, Hairuddin","PULAU LAUT UTARA, KOTABARU KAB.",IDR 432.000.000
1550,https://infolelang.bri.co.id/home/detailAsset?id_aset=UXDO3&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/kompres4_20211228184926.jpg,lelang,DIJUAL RUMAH DI  PASAR UJUNGBATU,"UJUNG BATU, ROKAN HULU KAB.",IDR 250.000.000
1551,https://infolelang.bri.co.id/home/detailAsset?id_aset=M341E&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20190920WA0019_20211230160914.jpg,lelang,DILELANG TANAH DAN BANGUNAN RUMAH,", ROKAN HULU KAB.",IDR 350.000.000
1552,https://infolelang.bri.co.id/home/detailAsset?id_aset=TZ6HN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20211222154042_20211230145124.jpg,lelang,"Rumah tinggal an, Jumriadi","PULAU LAUT UTARA, KOTABARU KAB.",IDR 111.000.000
1553,https://infolelang.bri.co.id/home/detailAsset?id_aset=83UOF&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/WhatsAppImage20200709at132736_20211230161708.jpg,jual_damai,DIJUAL RUKO SARANG WALET,"UJUNG BATU, ROKAN HULU KAB.",IDR 500.000.000
1554,https://infolelang.bri.co.id/home/detailAsset?id_aset=6L348&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/Copyof20200213_150124_20211230164326.jpg,lelang,"Rumah tinggal an, Ronal Saragih","PULAU LAUT UTARA, KOTABARU KAB.",IDR 579.000.000
1555,https://infolelang.bri.co.id/home/detailAsset?id_aset=Z5XAJ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/20190919_1000498_20211230162444.jpg,jual_damai,DILELANG TANAH DAN BANGUNAN RUMAH,"UJUNG BATU, ROKAN HULU KAB.",IDR 270.970.000
1556,https://infolelang.bri.co.id/home/detailAsset?id_aset=4EHB8&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/kompres1_20211230162847.jpg,jual_damai,DIJUAL GUDANG DI UJUNGBATU,"UJUNG BATU, ROKAN HULU KAB.",IDR 269.060.000
1557,https://infolelang.bri.co.id/home/detailAsset?id_aset=2H5YG&id_category=bangunan,https://infolelang.bri.co.id/uploads/images/,lelang,"Rumah sewaan an, Mochtar","PULAU LAUT UTARA, KOTABARU KAB.",IDR 192.500.000
1558,https://infolelang.bri.co.id/home/detailAsset?id_aset=E3MI6&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/kompres2_20211230163742.jpg,jual_damai,DIJUAL TANAH DAN BANGUNAN RUMAH,"UJUNG BATU, ROKAN HULU KAB.",IDR 250.000.000
1559,https://infolelang.bri.co.id/home/detailAsset?id_aset=U4HZO&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/1640678104986FILEminimizer_20211228150822.jpg,jual_damai,Rumah Kontrakan Unit 2 Rimbo Bujang,"RIMBO BUJANG, TEBO KAB.",IDR 360.000.000
1560,https://infolelang.bri.co.id/home/detailAsset?id_aset=75DGV&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/alfikoFILEminimizer_20211228151431.jpg,jual_damai,RUKO,"RIMBO BUJANG, TEBO KAB.",IDR 900.000.000
1561,https://infolelang.bri.co.id/home/detailAsset?id_aset=LP12X&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/iswadi2FILEminimizer_20211228151952.jpg,jual_damai,Kebun Sawit,"VII KOTO, TEBO KAB.",IDR 100.000.000
1562,https://infolelang.bri.co.id/home/detailAsset?id_aset=2941C&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/umaryFILEminimizer_20211228153810.jpg,jual_damai,Rumah Bangunan Tempat Tinggal,"TANAH SEPENGGAL, BUNGO KAB.",IDR 300.000.000
1563,https://infolelang.bri.co.id/home/detailAsset?id_aset=M5ZYE&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/zainudin1FILEminimizer_20211228154843.jpg,jual_damai,Rumah Bangunan Tempat Tinggal,"RIMBO BUJANG, TEBO KAB.",IDR 400.000.000
1564,https://infolelang.bri.co.id/home/detailAsset?id_aset=1QNE9&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO2508FOTO1_20211229195339.jpg,lelang,RUKO & RUMAH,"RIMBO BUJANG, TEBO KAB.",IDR 600.000.000
1565,https://infolelang.bri.co.id/home/detailAsset?id_aset=E9PGN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO912FOTO1_20211229200047.jpg,lelang,RUMAH,"RIMBO BUJANG, TEBO KAB.",IDR 350.000.000
1566,https://infolelang.bri.co.id/home/detailAsset?id_aset=B9PTI&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO712FOTO4_20211229200504.jpg,lelang,KEBUN SAWIT,"TEBO ULU, TEBO KAB.",IDR 130.000.000
1567,https://infolelang.bri.co.id/home/detailAsset?id_aset=FV5ZB&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO855FOTO4_20211229200742.jpg,lelang,KEBUN SAWIT,"TEBO ULU, TEBO KAB.",IDR 130.000.000
1568,https://infolelang.bri.co.id/home/detailAsset?id_aset=VEYQG&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO144FOTO4_20211229201026.jpg,lelang,KEBUN SAWIT,"TEBO ULU, TEBO KAB.",IDR 45.000.000
1569,https://infolelang.bri.co.id/home/detailAsset?id_aset=7KOPF&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO1017FOTO2_20211229201335.jpg,lelang,KEBUN SAWIT,"TEBO ULU, TEBO KAB.",IDR 130.000.000
1570,https://infolelang.bri.co.id/home/detailAsset?id_aset=S5YZG&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO377FOTO4_20211229201640.jpg,lelang,KEBUN SAWIT,"TEBO ULU, TEBO KAB.",IDR 130.000.000
1571,https://infolelang.bri.co.id/home/detailAsset?id_aset=ATK52&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNo812Foto4_20211229201940.jpg,lelang,KEBUN SAWIT,"TEBO ULU, TEBO KAB.",IDR 115.000.000
1572,https://infolelang.bri.co.id/home/detailAsset?id_aset=OC7L2&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO4174FOTO1_20211229202355.jpg,lelang,RUMAH,"RIMBO BUJANG, TEBO KAB.",IDR 130.000.000
1573,https://infolelang.bri.co.id/home/detailAsset?id_aset=6OQ4J&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNo59Foto3_20211229204848.jpg,jual_damai,RUMAH,"TEBO ULU, TEBO KAB.",IDR 250.000.000
1574,https://infolelang.bri.co.id/home/detailAsset?id_aset=NSV83&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNo2774Foto4_20211229210538.jpg,jual_damai,KEBUN KARET,"RIMBO BUJANG, TEBO KAB.",IDR 200.000.000
1575,https://infolelang.bri.co.id/home/detailAsset?id_aset=AP169&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNO1341Foto1_20211229212246.jpg,jual_damai,RUMAH,"TEBO ULU, TEBO KAB.",IDR 160.000.000
1576,https://infolelang.bri.co.id/home/detailAsset?id_aset=OWDSF&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNo3423Foto3_20211229213422.jpg,jual_damai,RUMAH,"RIMBO BUJANG, TEBO KAB.",IDR 400.000.000
1577,https://infolelang.bri.co.id/home/detailAsset?id_aset=CUHKE&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/SHMNo905Foto1_20211229220519.jpg,jual_damai,RUMAH,"RIMBO BUJANG, TEBO KAB.",IDR 500.000.000
1578,https://infolelang.bri.co.id/home/detailAsset?id_aset=FYXUB&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20210317WA0009_20211216143119.jpg,jual_damai,tanah dan bangunan rumah semi permanen,"BAGAN SINEMBAH, ROKAN HILIR KAB.",IDR 200.000.000
1579,https://infolelang.bri.co.id/home/detailAsset?id_aset=XS63K&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/TAMPAKMUKA_20211217103223.jpg,lelang,TANAH DAN BANGUNAN,"LABUAN AMAS SELATAN, HULU SUNGAI TENGAH KAB.",IDR 259.050.000
1580,https://infolelang.bri.co.id/home/detailAsset?id_aset=FHX7N&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20211217WA0011_20211229113854.jpg,jual_damai,TANAH DAN BANGUNAN,"BARABAI, HULU SUNGAI TENGAH KAB.",IDR 325.000.000
1581,https://infolelang.bri.co.id/home/detailAsset?id_aset=7KGCH&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20211229WA0009_20211229114932.jpg,jual_damai,TANAH DAN BANGUNAN,"BATANG ALAI UTARA, HULU SUNGAI TENGAH KAB.",IDR 273.600.000
1582,https://infolelang.bri.co.id/home/detailAsset?id_aset=B4Q9J&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20211229WA0007_20211229115928.jpg,jual_damai,TANAH DAN BANGUNAN,"BARABAI, HULU SUNGAI TENGAH KAB.",IDR 336.800.000
1583,https://infolelang.bri.co.id/home/detailAsset?id_aset=AHGFX&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/20190916_142636_20211229163615.jpg,jual_damai,TANAH DAN BANGUNAN,"BATU BENAWA, HULU SUNGAI TENGAH KAB.",IDR 305.000.000
1584,https://infolelang.bri.co.id/home/detailAsset?id_aset=ELND6&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/20210519_114214_20211230110203.jpg,jual_damai,TANAH DAN BANGUNAN,"BARABAI, HULU SUNGAI TENGAH KAB.",IDR 445.000.000
1585,https://infolelang.bri.co.id/home/detailAsset?id_aset=YUCNT&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2020/09/tampakdepanpoerwono_20200909083546.jpg,lelang,Kios /Toko Pinggir jalan,"CIKARANG, BEKASI KAB.",IDR 869.500.000
1586,https://infolelang.bri.co.id/home/detailAsset?id_aset=NH4UQ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2020/07/Agunandedeirawan2_20200720112500.JPG,lelang,Rumah Vila Mutiara Cikarang 2 ,"CIKARANG, BEKASI KAB.",IDR 240.000.000
1587,https://infolelang.bri.co.id/home/detailAsset?id_aset=MVWBX&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2020/09/Tampoakdepan_20200909082710.jpg,lelang,Rumah Kampung Jarakosta Cikarang Barat,"CIKARANG, BEKASI KAB.",IDR 945.500.000
1588,https://infolelang.bri.co.id/home/detailAsset?id_aset=M7LFI&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2020/03/phm_tanah_439_20200302093754.jpg,jual_damai,Tanah Kosong + Toko Material,"SERANG, BEKASI KAB.",IDR 4.500.000.000
1589,https://infolelang.bri.co.id/home/detailAsset?id_aset=QUN8W&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2020/03/phm_gudang_2186_20200302093301.jpg,jual_damai,Gudang Cibarusa,"CIBARUSAH, BEKASI KAB.",IDR 4.000.000.000
1590,https://infolelang.bri.co.id/home/detailAsset?id_aset=N8YK6&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2019/12/Shm1063d_20191210110102.JPG,jual_damai,Sawah Kp Kujang Jonggol,"JONGGOL, BOGOR KAB.",IDR 2.156.000.000
1591,https://infolelang.bri.co.id/home/detailAsset?id_aset=26KFM&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2020/03/Mulyati1_20200302095035.JPG,lelang,"Rumah & Gudang  Perum Bumi Cibarusah Permai Blok C-4 No. 2,3,4 RT:00","BEKASI UTARA, BEKASI KOT.",IDR 688.800.000
1592,https://infolelang.bri.co.id/home/detailAsset?id_aset=IZN4V&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2019/12/David3_20191210112917.JPG,lelang,Rumah Lemah Abang Desa waluya,"LEMAHABANG, BEKASI KAB.",IDR 231.000.000
1593,https://infolelang.bri.co.id/home/detailAsset?id_aset=AK6QN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2019/12/Shm854d_20191210110712.JPG,jual_damai,Toko Jalan Jonggol Cariu,"JONGGOL, BOGOR KAB.",IDR 1.722.000.000
1594,https://infolelang.bri.co.id/home/detailAsset?id_aset=7KOWV&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2018/08/FanmasSHMNo158_20180808154314.jpg,lelang,Kontrakan Cikarang Timur,"CIKARANG, BEKASI KAB.",IDR 400.115.600
1595,https://infolelang.bri.co.id/home/detailAsset?id_aset=8Q5RB&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2020/07/Agunanmiem2_20200720111541.jpg,lelang,SHM No. 01198,"CIKARANG, BEKASI KAB.",IDR 971.507
1596,https://infolelang.bri.co.id/home/detailAsset?id_aset=NV8AB&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/foto3_20211230145348.jpg,jual_damai,TANAH,"OBA, HALMAHERA TENGAH KAB.",IDR 237.600.000
1597,https://infolelang.bri.co.id/home/detailAsset?id_aset=JSTXR&id_category=tanah,https://infolelang.bri.co.id/uploads/images/,jual_damai,Tanah,"OBA, HALMAHERA TENGAH KAB.",IDR 42.300.000
1598,https://infolelang.bri.co.id/home/detailAsset?id_aset=PRGZN&id_category=tanah,https://infolelang.bri.co.id/uploads/images/,jual_damai,Tanah,"OBA, HALMAHERA TENGAH KAB.",IDR 43.600.000
1599,https://infolelang.bri.co.id/home/detailAsset?id_aset=15RAJ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images/,jual_damai,Tanah dan Bangunan,"KOTA TERNATE SELATAN, TERNATE KOT.",IDR 1.200.500.000
1600,https://infolelang.bri.co.id/home/detailAsset?id_aset=ZVLN9&id_category=bangunan,https://infolelang.bri.co.id/uploads/images/,jual_damai,Tanah dan Bangunan,"TIDORE, HALMAHERA TENGAH KAB.",IDR 335.000.000
1601,https://infolelang.bri.co.id/home/detailAsset?id_aset=94BGD&id_category=bangunan,https://infolelang.bri.co.id/uploads/images/,jual_damai,Tanah dan Bangunan,"TIDORE, HALMAHERA TENGAH KAB.",IDR 540.700.000
1602,https://infolelang.bri.co.id/home/detailAsset?id_aset=IJVHT&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/IMG20210319WA0023_20211216065942.jpg,lelang,TANAH KEBUN,"TOMPABULU, BANTAENG KAB.",IDR 200.000.000
1603,https://infolelang.bri.co.id/home/detailAsset?id_aset=WSHBU&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/02_20211216071311.jpg,lelang,Tanah dan Bangunan Gudang,"UJUNG BULU, BULUKUMBA KAB.",IDR 95.000.000
1604,https://infolelang.bri.co.id/home/detailAsset?id_aset=8ZIEL&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/03_20211216072041.jpg,lelang,Tanah kosong,"BISSAPU, BANTAENG KAB.",IDR 60.000.000
1605,https://infolelang.bri.co.id/home/detailAsset?id_aset=AJDO8&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/Gambar04_20211229083711.jpg,jual_damai,Tanah kosong,"BISSAPU, BANTAENG KAB.",IDR 117.500.000
1606,https://infolelang.bri.co.id/home/detailAsset?id_aset=3QLOZ&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG_20211229_085959_258_20211229081435.jpg,jual_damai,Tanah berikut bangunan diatasnya,"KELARA, JENEPONTO KAB.",IDR 370.600.000
1607,https://infolelang.bri.co.id/home/detailAsset?id_aset=BD9WR&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/IMG_20211229_090004_340_20211229083051.jpg,jual_damai,RUMAH DAN BANGUNAN,"BISSAPU, BANTAENG KAB.",IDR 258.600.000
1608,https://infolelang.bri.co.id/home/detailAsset?id_aset=5Y9TR&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/11/ALFIANUS2_20211115172027.png,lelang,SHM No 1386/Menteng ,"BOGOR BARAT, BOGOR KOT.",IDR 1.787.600.000
1609,https://infolelang.bri.co.id/home/detailAsset?id_aset=PC1Q9&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/11/ACHMADRIAFI3_20211115165749.png,lelang,Ruko 3 Lantai SHGB No 57/Sindangsari,"BOGOR TIMUR, BOGOR KOT.",IDR 4.108.000.000
1610,https://infolelang.bri.co.id/home/detailAsset?id_aset=GIBCL&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/tampakhalaman2_20211229110618.png,lelang,Tanah dan Bangunan terletak di atas SHM No. 423/Pasir Eurih an. Ridwan Kurnia,", BOGOR KAB.",IDR 1.558.000.000
1611,https://infolelang.bri.co.id/home/detailAsset?id_aset=U9O2Y&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/tampaksamping1_20211229111140.png,lelang,Rumah Tinggal terletak di atas SHM No. 487/Ranggamekar an  H Aswin Syukri  dan No. 624/Ranggamekar an. Aswin Syukri,"BOGOR SELATAN, BOGOR KOT.",IDR 1.048.000.000
1612,https://infolelang.bri.co.id/home/detailAsset?id_aset=KVBJT&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/tampakdepan2_20211229112319.png,jual_damai,Rumah Tinggal 2 Lantai SHM No 5082/Pamoyanan,"BOGOR SELATAN, BOGOR KOT.",IDR 500.000.000
1613,https://infolelang.bri.co.id/home/detailAsset?id_aset=9LGPY&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/iwanharahap2_20211229163149.png,jual_damai,Tanah dan Bangunan Rumah Tinggal dan Toko SHM No.147/Banjarsari  an. Iwan Harahap,"CIAWI, BOGOR KAB.",IDR 1.000.000.000
1614,https://infolelang.bri.co.id/home/detailAsset?id_aset=B4YGS&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/teras_20211229170546.png,jual_damai,Tanah dan Bangunan Rumah Tinggal SHM No. 317/Banjar Wangi an Iwan Harahap,"CIAWI, BOGOR KAB.",IDR 1.500.000.000
1615,https://infolelang.bri.co.id/home/detailAsset?id_aset=ADEX8&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/dapur_20211229172751.png,jual_damai,Tanah dan Bangunan Rumah Tinggal terletak di atas SHM No.754/Citeko  an. Zulfa Olifrida,", BOGOR KAB.",IDR 205.000.000
1616,https://infolelang.bri.co.id/home/detailAsset?id_aset=WRFJS&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/tampakdepanrukociomas_20211229181659.png,jual_damai,Tanah dan Bangunan Ruko 2 lantai terletak di atas SHM No.1419/Pagelaran an. Asep Permana,"CIOMAS, BOGOR KAB.",IDR 660.000.000
1617,https://infolelang.bri.co.id/home/detailAsset?id_aset=C9M8B&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/AGUNANARUSMAN2_20211230112600.png,jual_damai,Tanah dan Bangunan Rumah Tinggal terletak di atas SHM No. 422/Padasuka an. Nyonya Rina Windusari,"CIOMAS, BOGOR KAB.",IDR 414.000.000
1618,https://infolelang.bri.co.id/home/detailAsset?id_aset=5XFDN&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/AGUNANARUSMAN2LANTAI_20211230114022.png,jual_damai,Tanah dan Bangunan Rumah Tinggal terletak di atas SHM No. 1939/Padasuka an. Nyonya Rina Windusari,"CIOMAS, BOGOR KAB.",IDR 650.000.000
1619,https://infolelang.bri.co.id/home/detailAsset?id_aset=K1EQL&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/TAMPAKDEPANRUKO_20211230123015.png,jual_damai,Tanah dan Bangunan Ruko 3 lantai terletak di atas SHGB No.1306/Menteng an. Nyonya Nur Aisyah,"BOGOR BARAT, BOGOR KOT.",IDR 1.755.000.000
1620,https://infolelang.bri.co.id/home/detailAsset?id_aset=F5VL4&id_category=tanah,https://infolelang.bri.co.id/uploads/images//2021/12/NEW1_20211229183510.jpg,jual_damai,TANAH KOSONG,"KUSAN HILIR, TANAH BUMBU KAB.",IDR 195.050.000
1621,https://infolelang.bri.co.id/home/detailAsset?id_aset=LOHYU&id_category=bangunan,https://infolelang.bri.co.id/uploads/images//2021/12/NEW1_20211229184636.jpg,jual_damai,RUMAH TINGGAL,"SUNGAI LOBAN, TANAH BUMBU KAB.",IDR 458.000.000
